Position,Match Day,Estadistica,Distance (m),"Speed Zones (m) [0.0, 6.0]km/h (m)",Abs HSR(m),Sprint Abs (m),Sprint Rel (m),Explosive Dist (m),Max Acceleration,Accelerations,Decelerations,Dif. ACC/DEC,Step Balance (%),Total impacts,Distance (m) diff,"Speed Zones (m) [0.0, 6.0]km/h (m) diff",Abs HSR(m) diff,Sprint Abs (m) diff,Sprint Rel (m) diff,Explosive Dist (m) diff,Max Acceleration diff,Accelerations diff,Decelerations diff,Dif. ACC/DEC diff,Step Balance (%) diff,Total impacts diff
Lateral,-4 MD,median,6092.04292875983,2361.37451171875,369.794977765799,140.947517915919,0.0,758.071441930911,4.48519356373186,2550.0,2572.0,-4.0,0.00479474778806551,11634.0,56.62,60.89,72.84,67.92,,64.69,93.77,81.78,82.09,34.78,73.82,60.11
Lateral,-4 MD,max,8305.00488474432,3385.91186523438,678.081889604497,344.997337783617,15.6438475676856,1063.54944612491,5.82452012069196,3376.0,3420.0,25.0,0.0348924264463418,15812.0,60.73,50.84,72.89,77.05,40.56,62.92,95.02,90.92,91.59,156.25,42.06,56.72
Lateral,-4 MD,min,3686.9747189621,1555.90197753906,145.423549322475,27.9112516546292,0.0,378.533517705426,4.00920870328192,2113.0,2100.0,-34.0,-0.0537055578581505,7436.0,201.62,178.85,826.93,,,173.89,118.98,512.86,497.63,87.18,282.14,
Lateral,-4 MD,p75,6520.1612271719,2618.24145507813,454.308924742662,186.946459715238,0.0,847.938946955107,4.83062282555834,2703.0,2715.0,5.0,0.0166229694146666,12898.0,56.25,62.12,72.09,66.28,,66.68,92.25,82.97,83.05,-100.0,97.94,61.08
Lateral,-4 MD,p90,7290.54467172621,2984.08447265625,549.671555730742,247.993680630767,0.0,936.978288924062,5.10606901262344,2897.0,2924.0,9.0,0.0249058059677808,13983.0,60.91,66.25,73.61,74.61,,65.45,88.26,84.36,84.9,450.0,74.23,56.81
Lateral,-4 MD,p95,7825.29466147826,3066.3876953125,599.705888972726,314.430345467057,10.8091443118283,992.197527248049,5.25211263435457,3190.0,3201.0,17.0,0.029073111632611,15172.0,65.25,65.48,74.76,86.9,88.86,65.7,88.91,91.77,91.61,340.0,78.29,56.96
Lateral,-1 MD,mean,2972.2937944706714,1370.0025531814774,75.46130303804792,24.02491496483993,0.0,355.2819560264374,4.42050173909952,1767.0481927710844,1776.433734939759,-0.8674698795180723,0.013012836924483937,6158.048192771084,32.44,39.71,15.54,11.76,0.0,33.74,90.08,67.36,67.4,6.35,125.17,35.72
Lateral,-1 MD,median,2922.82050518883,1362.95861816406,65.3826904974675,16.9752841477153,0.0,360.531086048581,4.39850181077767,1651.0,1655.0,-1.0,0.0103185625103406,5989.0,27.17,35.15,12.88,8.18,,30.77,91.96,52.95,52.82,8.7,158.87,30.94
Lateral,-1 MD,max,3918.70848636085,1955.2099609375,381.444471321627,171.432531400685,0.0,480.416765310767,6.41378350631155,2426.0,2438.0,22.0,0.0806547226204086,9158.0,28.66,29.36,41.0,38.29,0.0,28.42,104.63,65.34,65.29,137.5,97.21,32.85
Lateral,-1 MD,min,1993.25848457526,872.666809082031,9.94634878261385,0.0,0.0,186.918903910743,3.13591342482101,1285.0,1296.0,-15.0,-0.0352574708784829,3828.0,109.0,100.31,56.56,,,85.87,93.06,311.89,307.11,38.46,185.23,
Lateral,-1 MD,p75,3337.00230246293,1517.55993652344,99.680198830141,34.5138085933916,0.0,392.608797242045,4.6390109105343,2005.0,1996.0,4.0,0.0312637763608035,6981.0,28.79,36.01,15.82,12.24,,30.87,88.59,61.54,61.06,-80.0,184.2,33.06
Lateral,-1 MD,p90,3490.35314616125,1654.87414550781,124.383881020128,55.2922343184819,0.0,417.86600321476,5.0402317344139,2195.0,2193.0,8.0,0.0435088348759847,7409.0,29.16,36.74,16.66,16.64,,29.19,87.12,63.92,63.68,400.0,129.68,30.1
Lateral,-1 MD,p95,3661.74337421768,1742.57995605469,155.795856673254,71.6137398543829,0.0,454.688195854449,5.22007594932411,2303.0,2329.0,10.0,0.0477485486337186,7804.0,30.53,37.21,19.42,19.79,0.0,30.11,88.37,66.25,66.66,200.0,128.57,29.3
Lateral,MD,mean,9161.120751638851,3449.965740497297,485.6500153902279,204.28327880943215,1.7143550648159385,1053.0990784648568,4.907537931824821,2623.423076923077,2635.769230769231,-13.653846153846153,0.010396394322099909,17242.115384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lateral,MD,median,10759.474624751001,3877.9539794921902,507.68644641309004,207.52069786700451,0.0,1171.83834183841,4.78331646559013,3118.0,3133.0,-11.5,0.00649481393946201,19356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lateral,MD,max,13675.106714061,6660.0205078125,930.309077583875,447.767209756967,38.5671428142927,1690.42339816669,6.12996214367323,3713.0,3734.0,16.0,0.0829656319358053,27876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lateral,MD,min,1828.66078944255,869.938659667969,17.5859928649256,0.0,0.0,217.685734953348,3.36970541663844,412.0,422.0,-39.0,-0.0190348593449999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lateral,MD,p75,11590.8127989473,4214.6923828125,630.201536568344,282.075697779342,0.0,1271.65658793272,5.23656992172754,3258.0,3269.0,-5.0,0.0169723286273384,21116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lateral,MD,p90,11970.0553560106,4503.98095703125,746.723538309872,332.371357842688,0.0,1431.6670804065,5.78514720805565,3434.0,3444.0,2.0,0.0335507235205624,24612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lateral,MD,p95,11992.6293179817,4682.83349609375,802.139717741577,361.836341542268,12.1648082951326,1510.09105440505,5.90691893389731,3476.0,3494.0,5.0,0.0371373961543312,26635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lateral,-5 MD,mean,4777.312306799886,2080.3865424262167,191.98908556266153,84.32499526542541,0.0,611.2760073253265,4.490535442347703,2302.1111111111113,2323.8888888888887,1.6666666666666667,0.020779767661882942,9463.666666666666,52.15,60.3,39.53,41.28,0.0,58.05,91.5,87.75,88.17,-12.21,199.87,54.89
Lateral,-5 MD,median,4643.2744279176,1935.26745605469,211.579633934389,88.2460085210482,0.0,611.893778518246,4.30957066139789,2639.0,2673.0,0.0,0.0316536424991007,8929.0,43.16,49.9,41.68,42.52,,52.22,90.1,84.64,85.32,-0.0,487.37,46.13
Lateral,-5 MD,max,6330.84391233756,2697.8427734375,348.616247270041,170.626007891397,0.0,789.280171514816,5.38966331693661,2813.0,2828.0,16.0,0.047925552825551,12186.0,46.29,40.51,37.47,38.11,0.0,46.69,87.92,75.76,75.74,100.0,57.77,43.72
Lateral,-5 MD,min,3972.31492404152,1801.59777832031,61.4057224314109,18.3171907792591,0.0,489.605422569442,4.09570714841387,1678.0,1703.0,-10.0,-0.0117563271305147,7418.0,217.23,207.09,349.17,,,224.91,121.54,407.28,403.55,25.64,61.76,
Lateral,-5 MD,p75,4901.19734673722,2143.70458984375,278.148405330905,125.224939509999,0.0,631.992874617041,4.58894774480802,2780.0,2795.0,6.0,0.0412338086812995,10325.0,42.29,50.86,44.14,44.39,,49.7,87.63,85.33,85.5,-120.0,242.95,48.9
Lateral,-5 MD,p90,4971.48812014293,2497.67114257813,289.055686796771,138.348580451484,0.0,694.727204632867,4.76411193258033,2782.0,2817.0,12.0,0.0429785894483522,10861.0,41.53,55.45,38.71,41.62,,48.53,82.35,81.01,81.79,600.0,128.1,44.13
Lateral,-5 MD,p95,6330.84391233756,2697.8427734375,348.616247270041,170.626007891397,0.0,789.280171514816,5.38966331693661,2813.0,2828.0,16.0,0.047925552825551,12186.0,52.79,57.61,43.46,47.16,0.0,52.27,91.24,80.93,80.94,320.0,129.05,45.75
Lateral,>-5 MD,mean,4195.437658185728,1655.548421223959,102.86303537499023,28.776966846522352,0.0,584.1295249856337,4.5554390669446025,1826.4444444444443,1836.5555555555557,-2.0,-0.00019569468839508575,8256.111111111111,45.8,47.99,21.18,14.09,0.0,55.47,92.83,69.62,69.68,14.65,-1.88,47.88
Lateral,>-5 MD,median,4309.89903091049,1601.01904296875,87.5601366629217,7.78774968341763,0.0,621.048784210052,4.72020629279139,1581.0,1590.0,2.0,-0.00458872245630378,8336.0,40.06,41.29,17.25,3.75,,53.0,98.68,50.71,50.75,-17.39,-70.65,43.07
Lateral,>-5 MD,max,4711.23314717118,2160.4931640625,227.483635136954,91.4840418491238,0.0,689.150805552075,5.67271446081676,2470.0,2494.0,9.0,0.0311154405710027,10216.0,34.45,32.44,24.45,20.43,0.0,40.77,92.54,66.52,66.79,56.25,37.5,36.65
Lateral,>-5 MD,min,2936.0940291019,1343.63525390625,22.1210702903443,0.0,0.0,323.03844977822,3.53367843662048,1283.0,1291.0,-22.0,-0.0262750357146222,5274.0,160.56,154.45,125.79,,,148.4,104.87,311.41,305.92,56.41,138.04,
Lateral,>-5 MD,p75,4513.61065053036,1779.95458984375,132.811605031764,47.8347060709879,0.0,646.624007382227,5.13417927955939,2372.0,2404.0,4.0,0.0126136064532656,9228.0,38.94,42.23,21.07,16.96,,50.85,98.04,72.81,73.54,-80.0,74.32,43.7
Lateral,>-5 MD,p90,4628.63412322546,1785.40576171875,153.874277823442,64.9882579108718,0.0,663.282114165914,5.38530303673311,2378.0,2411.0,4.0,0.0249480254760738,9456.0,38.67,39.64,20.61,19.55,,46.33,93.09,69.25,70.01,200.0,74.36,38.42
Lateral,>-5 MD,p95,4711.23314717118,2160.4931640625,227.483635136954,91.4840418491238,0.0,689.150805552075,5.67271446081676,2470.0,2494.0,9.0,0.0311154405710027,10216.0,39.28,46.14,28.36,25.28,0.0,45.64,96.04,71.06,71.38,180.0,83.78,38.36
Lateral,-2 MD,mean,2665.864289244247,1553.5988104453288,43.46579119318955,15.038561781038746,0.0,257.2071841079349,4.024553521391379,1873.6027397260275,1887.123287671233,2.452054794520548,0.010685096944711876,5615.808219178082,29.1,45.03,8.95,7.36,0.0,24.42,82.01,71.42,71.6,-17.96,102.78,32.57
Lateral,-2 MD,median,2691.76931799353,1597.91394042969,28.6745388750732,0.0,0.0,252.196870641838,4.0086489200893,1876.0,1903.0,3.0,0.0106811682256898,5772.0,25.02,41.21,5.65,0.0,,21.52,83.8,60.17,60.74,-26.09,164.46,29.82
Lateral,-2 MD,max,4681.10402112467,2097.35986328125,185.499907769303,111.009850194965,0.0,520.672749826569,5.89322403186198,2586.0,2570.0,27.0,0.0954268420513843,8313.0,34.23,31.49,19.94,24.79,0.0,30.8,96.14,69.65,68.83,168.75,115.02,29.82
Lateral,-2 MD,min,1197.74665002092,757.908264160156,0.0,0.0,0.0,117.059732693809,2.86817754659588,1195.0,1214.0,-18.0,-0.130717952173843,2571.0,65.5,87.12,0.0,,,53.77,85.12,290.05,287.68,46.15,686.73,
Lateral,-2 MD,p75,3007.17667000493,1756.77172851563,62.270987537379,21.7057137853386,0.0,298.158063668006,4.31679277307658,2051.0,2040.0,7.0,0.0294886141257439,6400.0,25.94,41.68,9.88,7.69,,23.45,82.44,62.95,62.4,-140.0,173.75,30.31
Lateral,-2 MD,p90,3210.42754814354,1873.00769042969,130.946207475842,48.3714035681731,0.0,350.585123921494,4.78534075547549,2169.0,2195.0,10.0,0.0622070724817289,6897.0,26.82,41.59,17.54,14.55,,24.49,82.72,63.16,63.73,500.0,185.41,28.02
Lateral,-2 MD,p95,3474.80354920805,2009.34143066406,157.365853107075,59.5846325830225,0.0,379.57055374085,4.89265583580993,2241.0,2255.0,11.0,0.0737847666675316,7379.0,28.97,42.91,19.62,16.47,0.0,25.14,82.83,64.47,64.54,220.0,198.68,27.7
Lateral,+2 MD,mean,4441.860944745551,1747.9435977027545,201.51616531322227,94.19424195283902,0.43421714620486573,566.14937280809,4.551831959270886,1596.1904761904761,1604.0,0.3333333333333333,0.005546753859541421,9206.0,48.49,50.67,41.49,46.11,25.33,53.76,92.75,60.84,60.86,-2.44,53.35,53.39
Lateral,+2 MD,median,4645.03855362989,1858.16320800781,106.194456242681,40.9152112139897,0.0,598.707426984277,4.6096674069411,1717.0,1714.0,-2.0,0.0056437160088038,9410.0,43.17,47.92,20.92,19.72,,51.09,96.37,55.07,54.71,17.39,86.9,48.62
Lateral,+2 MD,max,5775.85269639932,2111.55737304688,778.84195592383,439.698743661485,9.11856007030218,852.354058050041,5.74592570062439,2059.0,2081.0,30.0,0.0844245111486561,13846.0,42.24,31.7,83.72,98.2,23.64,50.42,93.74,55.45,55.73,187.5,101.76,49.67
Lateral,+2 MD,min,2872.29560473883,1073.50610351563,27.8891204862632,0.0,0.0,306.008794671213,3.3463972816965,810.0,804.0,-22.0,-0.0607428088559738,5939.0,157.07,123.4,158.59,,,140.57,99.31,196.6,190.52,56.41,319.11,
Lateral,+2 MD,p75,4986.18934820228,2017.763671875,176.560257042232,97.5542633173387,0.0,651.918928645013,4.89265984607866,1904.0,1916.0,10.0,0.0181333139644954,10197.0,43.02,47.87,28.02,34.58,,51.27,93.43,58.44,58.61,-200.0,106.84,48.29
Lateral,+2 MD,p90,5446.86413173978,2079.1083984375,643.902939568895,303.926986907689,0.0,709.620988813233,5.15655296857811,1951.0,1955.0,18.0,0.0327575887702555,11278.0,45.5,46.16,86.23,91.44,,49.57,89.13,56.81,56.77,900.0,97.64,45.82
Lateral,+2 MD,p95,5555.17609696596,2099.35034179688,714.902149727012,383.81178357884,0.0,732.069749319019,5.70298807149885,1955.0,1970.0,20.0,0.060394468319427,11705.0,46.32,44.83,89.12,106.07,0.0,48.48,96.55,56.24,56.38,400.0,162.62,43.95
Lateral,No MD,mean,4181.110023630042,1659.9151712072908,225.28131249239897,85.14277952804,0.5031622909868964,484.56461521538006,4.43751386838519,1818.9518072289156,1828.813253012048,0.7289156626506024,0.004084980053669808,8412.234939759037,45.64,48.11,46.39,41.68,29.35,46.01,90.42,69.34,69.38,-5.34,39.29,48.79
Lateral,No MD,median,3940.6272396988197,1613.8225708007799,147.82392657666202,38.59003517337995,0.0,481.336291534623,4.40218220787869,1794.0,1802.0,1.0,0.0031200099970513,7949.5,36.62,41.62,29.12,18.6,,41.08,92.03,57.54,57.52,-8.7,48.04,41.07
Lateral,No MD,max,11756.2194514623,4256.298828125,786.011439385902,444.900174866424,23.4433649337019,1530.52817972368,9.48592170701371,3076.0,3107.0,43.0,0.120036840028703,27711.0,85.97,63.91,84.49,99.36,60.79,90.54,154.75,82.84,83.21,268.75,144.68,99.41
Lateral,No MD,min,965.170902222217,140.11454162597641,0.0,0.0,0.0,34.6319611905401,2.35401511292666,359.0,362.0,-37.0,-0.0795569069962667,1710.0,52.78,16.11,0.0,,,15.91,69.86,87.14,85.78,94.87,417.95,
Lateral,No MD,p75,4751.62029060435,1955.23474121094,374.451683161429,125.080699159837,0.0,608.272123735931,4.74204539550275,2105.0,2116.0,7.0,0.0190777501384109,10199.0,40.99,46.39,59.42,44.34,,47.83,90.56,64.61,64.73,-140.0,112.41,48.3
Lateral,No MD,p90,6734.5023005273,2379.88842773438,543.677972946922,242.325893385339,0.0,785.367879691237,5.19281556409617,2443.0,2476.0,14.0,0.0377458627852456,13316.0,56.26,52.84,72.81,72.91,,54.86,89.76,71.14,71.89,700.0,112.5,54.1
Lateral,No MD,p95,8113.44589622164,2682.8095703125,669.873183978619,299.397407871738,0.0,891.546508857801,5.47558071712653,2619.0,2656.0,20.0,0.0477570355670409,16545.0,67.65,57.29,83.51,82.74,0.0,59.04,92.7,75.35,76.02,400.0,128.6,62.12
Lateral,+1 MD,mean,3857.705610453777,1652.5282910059382,145.35679365177054,54.06133309741225,0.0,498.69536314076674,4.272371642859467,1656.8809523809523,1667.3809523809523,2.5238095238095237,-0.0006519057190509044,8050.547619047619,42.11,47.9,29.93,26.46,0.0,47.36,87.06,63.16,63.26,-18.48,-6.27,46.69
Lateral,+1 MD,median,4137.573271516305,1847.088012695315,103.445370672807,38.434759967915,0.0,614.5548126763725,4.5619064968342755,1815.5,1829.0,0.5,-0.0001652151407841244,8737.5,38.46,47.63,20.38,18.52,,52.44,95.37,58.23,58.38,-4.35,-2.54,45.14
Lateral,+1 MD,max,5452.03579628696,2462.48095703125,523.360843101281,373.340908105789,0.0,797.973974174796,6.47463815782207,2285.0,2295.0,21.0,0.0631423642329978,13366.0,39.87,36.97,56.26,83.38,0.0,47.21,105.62,61.54,61.46,131.25,76.11,47.95
Lateral,+1 MD,min,1512.20188813149,378.88838195800804,0.0,0.0,0.0,26.9633392038958,1.51585435526138,564.0,572.0,-13.0,-0.0747560040749067,1608.0,82.69,43.55,0.0,,,12.39,44.98,136.89,135.55,33.33,392.73,
Lateral,+1 MD,p75,4680.44646070986,1977.99011230469,191.861281940517,72.967692858006,0.0,674.511781648536,4.88649850842929,1953.0,1971.0,6.0,0.0147683243174828,10146.0,40.38,46.93,30.44,25.87,,53.04,93.31,59.94,60.29,-120.0,87.01,48.05
Lateral,+1 MD,p90,5172.94184181806,2092.53979492188,400.434044773416,99.0679977511514,0.0,743.708130566337,5.41849738018281,2070.0,2077.0,14.0,0.0354105422586235,10674.0,43.22,46.46,53.63,29.81,,51.95,93.66,60.28,60.31,700.0,105.54,43.37
Lateral,+1 MD,p95,5243.53028716198,2293.38403320313,424.477046565622,168.655594402978,0.0,749.732429925406,6.07430980311901,2127.0,2124.0,15.0,0.0426787580319658,11648.0,43.72,48.97,52.92,46.61,0.0,49.65,102.83,61.19,60.79,300.0,114.92,43.73
0,-3 MD,mean,5387.857104781272,1890.8799438476576,306.4445842719345,162.66232739489072,3.449540048066475,657.3676083037894,4.998961453661581,2332.5,2337.75,-7.0,0.0061001841106954925,10894.75,,,,,,,,,,,,
0,-3 MD,median,5235.338300754114,1855.825988769535,259.836097501305,115.3971186145925,0.0,654.9124400889225,4.98947590439007,2341.5,2344.5,-6.0,-0.0013397797570337496,11103.0,,,,,,,,,,,,
0,-3 MD,max,7436.75504940941,2254.86865234375,500.14475799687,329.569181493724,13.7981601922659,866.813282095949,5.41791667540869,2395.0,2397.0,10.0,0.0345849587454527,14507.0,,,,,,,,,,,,
0,-3 MD,min,3643.99676820745,1596.99914550781,205.961384088258,90.285890856654,0.0,452.832270941364,4.59897733045749,2252.0,2265.0,-26.0,-0.00750466278860323,6866.0,,,,,,,,,,,,
0,-3 MD,p75,5510.00417866427,1890.88598632813,288.404794841457,118.963832231368,0.0,658.522710311884,5.37007142999758,2391.0,2385.0,-3.0,-0.000360855157414709,11316.0,,,,,,,,,,,,
0,-3 MD,p90,7436.75504940941,2254.86865234375,500.14475799687,329.569181493724,13.7981601922659,866.813282095949,5.41791667540869,2395.0,2397.0,10.0,0.0345849587454527,14507.0,,,,,,,,,,,,
0,-3 MD,p95,7436.75504940941,2254.86865234375,500.14475799687,329.569181493724,13.7981601922659,866.813282095949,5.41791667540869,2395.0,2397.0,10.0,0.0345849587454527,14507.0,,,,,,,,,,,,
0,-4 MD,mean,6528.7306050791,2073.33758544922,201.09802948758852,64.0245871283891,0.0,870.1224401476816,5.1815129484768,2276.0,2303.0,-5.0,-0.005155871618897285,15957.5,,,,,,,,,,,,
0,-4 MD,median,6528.7306050791,2073.33758544922,201.09802948758852,64.0245871283891,0.0,870.1224401476816,5.1815129484768,2276.0,2303.0,-5.0,-0.005155871618897285,15957.5,,,,,,,,,,,,
0,-4 MD,max,7067.32359717355,2172.08227539063,260.071190538309,95.2045867548957,0.0,970.139263977235,5.70851841094819,2395.0,2424.0,-1.0,-0.00107856134969308,17353.0,,,,,,,,,,,,
0,-4 MD,min,5990.13761298465,1974.59289550781,142.124868436868,32.8445875018825,0.0,770.105616318128,4.65450748600541,2157.0,2182.0,-9.0,-0.00923318188810149,14562.0,,,,,,,,,,,,
0,-4 MD,p75,7067.32359717355,2172.08227539063,260.071190538309,95.2045867548957,0.0,970.139263977235,5.70851841094819,2395.0,2424.0,-1.0,-0.00107856134969308,17353.0,,,,,,,,,,,,
0,-4 MD,p90,7067.32359717355,2172.08227539063,260.071190538309,95.2045867548957,0.0,970.139263977235,5.70851841094819,2395.0,2424.0,-1.0,-0.00107856134969308,17353.0,,,,,,,,,,,,
0,-4 MD,p95,7067.32359717355,2172.08227539063,260.071190538309,95.2045867548957,0.0,970.139263977235,5.70851841094819,2395.0,2424.0,-1.0,-0.00107856134969308,17353.0,,,,,,,,,,,,
0,-1 MD,mean,2592.6976677638563,1013.6372680664057,72.32462111382331,34.301733159575,0.0,365.008338636281,4.391269619324723,1515.0,1513.3333333333333,-5.666666666666667,0.001576092436144463,6038.666666666667,,,,,,,,,,,,
0,-1 MD,median,2514.41601680135,988.345886230469,28.9878518507752,0.0,0.0,376.78963863617,4.59027764283948,1634.0,1629.0,2.0,-0.00327931936772119,5353.0,,,,,,,,,,,,
0,-1 MD,max,2862.38757654465,1185.55334472656,163.624979027843,102.905199478725,0.0,404.114671247936,4.63203287335357,1641.0,1643.0,4.0,0.0135477336482485,7823.0,,,,,,,,,,,,
0,-1 MD,min,2401.28940994557,867.012573242188,24.3610324628517,0.0,0.0,314.120706024737,3.95149834178112,1270.0,1268.0,-23.0,-0.00554013697209392,4940.0,,,,,,,,,,,,
0,-1 MD,p75,2862.38757654465,1185.55334472656,163.624979027843,102.905199478725,0.0,404.114671247936,4.63203287335357,1641.0,1643.0,4.0,0.0135477336482485,7823.0,,,,,,,,,,,,
0,-1 MD,p90,2862.38757654465,1185.55334472656,163.624979027843,102.905199478725,0.0,404.114671247936,4.63203287335357,1641.0,1643.0,4.0,0.0135477336482485,7823.0,,,,,,,,,,,,
0,-1 MD,p95,2862.38757654465,1185.55334472656,163.624979027843,102.905199478725,0.0,404.114671247936,4.63203287335357,1641.0,1643.0,4.0,0.0135477336482485,7823.0,,,,,,,,,,,,
0,-2 MD,mean,2920.34468881391,1950.52893066406,0.0,0.0,0.0,348.375824826188,4.57848912612959,2576.0,2569.0,5.0,0.0366443164472005,6165.0,,,,,,,,,,,,
0,-2 MD,median,2920.34468881391,1950.52893066406,0.0,0.0,0.0,348.375824826188,4.57848912612959,2576.0,2569.0,5.0,0.0366443164472005,6165.0,,,,,,,,,,,,
0,-2 MD,max,2920.34468881391,1950.52893066406,0.0,0.0,0.0,348.375824826188,4.57848912612959,2576.0,2569.0,5.0,0.0366443164472005,6165.0,,,,,,,,,,,,
0,-2 MD,min,2920.34468881391,1950.52893066406,0.0,0.0,0.0,348.375824826188,4.57848912612959,2576.0,2569.0,5.0,0.0366443164472005,6165.0,,,,,,,,,,,,
0,-2 MD,p75,2920.34468881391,1950.52893066406,0.0,0.0,0.0,348.375824826188,4.57848912612959,2576.0,2569.0,5.0,0.0366443164472005,6165.0,,,,,,,,,,,,
0,-2 MD,p90,2920.34468881391,1950.52893066406,0.0,0.0,0.0,348.375824826188,4.57848912612959,2576.0,2569.0,5.0,0.0366443164472005,6165.0,,,,,,,,,,,,
